route,subject,surface,screenshot,pass,issue,suspectFile,id,label
"/learning/book/math/g1/ns_counting_forward","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g1-ns_counting_forward-mobile.png","PASS","","","book-math-g1-ns_counting_forward","ספר חשבון g1 ns_counting_forward"
"/learning/book/math/g1/ns_counting_backward","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g1-ns_counting_backward-mobile.png","PASS","","","book-math-g1-ns_counting_backward","ספר חשבון g1 ns_counting_backward"
"/learning/book/math/g1/ns_number_line","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g1-ns_number_line-mobile.png","PASS","","","book-math-g1-ns_number_line","ספר חשבון g1 ns_number_line"
"/learning/book/math/g1/ns_neighbors","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g1-ns_neighbors-mobile.png","PASS","","","book-math-g1-ns_neighbors","ספר חשבון g1 ns_neighbors"
"/learning/book/math/g1/cmp","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g1-cmp-mobile.png","PASS","","","book-math-g1-cmp","ספר חשבון g1 cmp"
"/learning/book/math/g1/ns_place_tens_units","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g1-ns_place_tens_units-mobile.png","PASS","","","book-math-g1-ns_place_tens_units","ספר חשבון g1 ns_place_tens_units"
"/learning/book/math/g1/ns_even_odd","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g1-ns_even_odd-mobile.png","PASS","","","book-math-g1-ns_even_odd","ספר חשבון g1 ns_even_odd"
"/learning/book/math/g1/ns_complement10","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g1-ns_complement10-mobile.png","PASS","","","book-math-g1-ns_complement10","ספר חשבון g1 ns_complement10"
"/learning/book/math/g1/add_second_decade","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g1-add_second_decade-mobile.png","PASS","","","book-math-g1-add_second_decade","ספר חשבון g1 add_second_decade"
"/learning/book/math/g1/add_tens_only","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g1-add_tens_only-mobile.png","PASS","","","book-math-g1-add_tens_only","ספר חשבון g1 add_tens_only"
"/learning/book/math/g1/add_two","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g1-add_two-mobile.png","PASS","","","book-math-g1-add_two","ספר חשבון g1 add_two"
"/learning/book/math/g1/sub_two","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g1-sub_two-mobile.png","PASS","","","book-math-g1-sub_two","ספר חשבון g1 sub_two"
"/learning/book/math/g1/mul","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g1-mul-mobile.png","PASS","","","book-math-g1-mul","ספר חשבון g1 mul"
"/learning/book/math/g2/ns_place_tens_units","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-ns_place_tens_units-mobile.png","PASS","","","book-math-g2-ns_place_tens_units","ספר חשבון g2 ns_place_tens_units"
"/learning/book/math/g2/ns_neighbors","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-ns_neighbors-mobile.png","PASS","","","book-math-g2-ns_neighbors","ספר חשבון g2 ns_neighbors"
"/learning/book/math/g2/ns_complement10","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-ns_complement10-mobile.png","PASS","","","book-math-g2-ns_complement10","ספר חשבון g2 ns_complement10"
"/learning/book/math/g2/ns_even_odd","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-ns_even_odd-mobile.png","PASS","","","book-math-g2-ns_even_odd","ספר חשבון g2 ns_even_odd"
"/learning/book/math/g2/cmp","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-cmp-mobile.png","PASS","","","book-math-g2-cmp","ספר חשבון g2 cmp"
"/learning/book/math/g2/add_two","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-add_two-mobile.png","PASS","","","book-math-g2-add_two","ספר חשבון g2 add_two"
"/learning/book/math/g2/sub_two","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-sub_two-mobile.png","PASS","","","book-math-g2-sub_two","ספר חשבון g2 sub_two"
"/learning/book/math/g2/add_vertical","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-add_vertical-mobile.png","PASS","","","book-math-g2-add_vertical","ספר חשבון g2 add_vertical"
"/learning/book/math/g2/sub_vertical","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-sub_vertical-mobile.png","PASS","","","book-math-g2-sub_vertical","ספר חשבון g2 sub_vertical"
"/learning/book/math/g2/mul","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-mul-mobile.png","PASS","","","book-math-g2-mul","ספר חשבון g2 mul"
"/learning/book/math/g2/div","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-div-mobile.png","PASS","","","book-math-g2-div","ספר חשבון g2 div"
"/learning/book/math/g2/divisibility","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-divisibility-mobile.png","PASS","","","book-math-g2-divisibility","ספר חשבון g2 divisibility"
"/learning/book/math/g2/frac_half","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-frac_half-mobile.png","PASS","","","book-math-g2-frac_half","ספר חשבון g2 frac_half"
"/learning/book/math/g2/frac_half_reverse","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-frac_half_reverse-mobile.png","PASS","","","book-math-g2-frac_half_reverse","ספר חשבון g2 frac_half_reverse"
"/learning/book/math/g2/frac_quarter","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-frac_quarter-mobile.png","PASS","","","book-math-g2-frac_quarter","ספר חשבון g2 frac_quarter"
"/learning/book/math/g2/frac_quarter_reverse","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g2-frac_quarter_reverse-mobile.png","PASS","","","book-math-g2-frac_quarter_reverse","ספר חשבון g2 frac_quarter_reverse"
"/learning/book/math/g3/ns_place_hundreds","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g3-ns_place_hundreds-mobile.png","PASS","","","book-math-g3-ns_place_hundreds","ספר חשבון g3 ns_place_hundreds"
"/learning/book/math/g3/ns_neighbors","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g3-ns_neighbors-mobile.png","PASS","","","book-math-g3-ns_neighbors","ספר חשבון g3 ns_neighbors"
"/learning/book/math/g3/ns_complement10","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g3-ns_complement10-mobile.png","PASS","","","book-math-g3-ns_complement10","ספר חשבון g3 ns_complement10"
"/learning/book/math/g3/ns_complement100","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g3-ns_complement100-mobile.png","PASS","","","book-math-g3-ns_complement100","ספר חשבון g3 ns_complement100"
"/learning/book/math/g3/ns_even_odd","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g3-ns_even_odd-mobile.png","PASS","","","book-math-g3-ns_even_odd","ספר חשבון g3 ns_even_odd"
"/learning/book/math/g3/cmp","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g3-cmp-mobile.png","PASS","","","book-math-g3-cmp","ספר חשבון g3 cmp"
"/learning/book/math/g3/add_two","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g3-add_two-mobile.png","PASS","","","book-math-g3-add_two","ספר חשבון g3 add_two"
"/learning/book/math/g3/sub_two","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g3-sub_two-mobile.png","PASS","","","book-math-g3-sub_two","ספר חשבון g3 sub_two"
"/learning/book/math/g3/add_three","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g3-add_three-mobile.png","PASS","","","book-math-g3-add_three","ספר חשבון g3 add_three"
"/learning/book/math/g3/mul","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g3-mul-mobile.png","PASS","","","book-math-g3-mul","ספר חשבון g3 mul"
"/learning/book/math/g3/mul_tens","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g3-mul_tens-mobile.png","PASS","","","book-math-g3-mul_tens","ספר חשבון g3 mul_tens"
"/learning/book/math/g3/mul_hundreds","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g3-mul_hundreds-mobile.png","PASS","","","book-math-g3-mul_hundreds","ספר חשבון g3 mul_hundreds"
"/learning/book/math/g3/div","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g3-div-mobile.png","PASS","","","book-math-g3-div","ספר חשבון g3 div"
"/learning/book/math/g3/div_with_remainder","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g3-div_with_remainder-mobile.png","PASS","","","book-math-g3-div_with_remainder","ספר חשבון g3 div_with_remainder"
"/learning/book/math/g3/divisibility","math","books-math","C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-broad-audit-screenshots/book-math-g3-divisibility-mobile.png","PASS","","","book-math-g3-divisibility","ספר חשבון g3 divisibility"
